return_preset,transfer_policy,tax_scenario,seed,year,wealth_gini,top_10_share,top_1_share,labour_tax_revenue,capital_tax_revenue,total_tax_revenue,total_transfers,universal_transfer_spending,means_tested_transfer_spending,unemployment_transfer_spending,transfer_spending_share,means_tested_recipient_count,means_tested_recipient_share,unemployment_rate,pre_tax_labour_income_gini,disposable_income_gini,capital_income_gini,capital_income_share,avg_tax_rate_income_decile_1,avg_tax_rate_income_decile_2,avg_tax_rate_income_decile_3,avg_tax_rate_income_decile_4,avg_tax_rate_income_decile_5,avg_tax_rate_income_decile_6,avg_tax_rate_income_decile_7,avg_tax_rate_income_decile_8,avg_tax_rate_income_decile_9,avg_tax_rate_income_decile_10,avg_return_wealth_decile_1,avg_return_wealth_decile_2,avg_return_wealth_decile_3,avg_return_wealth_decile_4,avg_return_wealth_decile_5,avg_return_wealth_decile_6,avg_return_wealth_decile_7,avg_return_wealth_decile_8,avg_return_wealth_decile_9,avg_return_wealth_decile_10,avg_return_class_low,avg_return_class_medium,avg_return_class_high
low_return_heterogeneity,no_transfers,flat,0,11.0,0.5117303453805695,0.41018606263413415,0.11265551462145464,1361163497.4709404,185022596.0031727,1546186093.474113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.33127186672473186,0.33127186672473186,0.5219417467462335,0.11966385985754595,0.3,0.3,0.3,0.30000000000000004,0.3,0.30000000000000004,0.3,0.30000000000000004,0.3,0.29999999999999993,0.039576617897701775,0.0391292026983777,0.03962864001946454,0.03946104041598684,0.03986250506505418,0.03924440859040776,0.03951323351585719,0.03966716268322314,0.039693758377905154,0.0397133315313416,0.034875653167930905,0.040085738326705415,0.04511482362436626
low_return_heterogeneity,no_transfers,flat,0,12.0,0.5081238740200478,0.40627029687110117,0.11123152670978281,1367181518.5588248,192252404.45754552,1559433923.0163703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.3309559359878915,0.33095593598789175,0.5176476210396843,0.12328345665693674,0.29999999999999993,0.3,0.30000000000000004,0.3,0.30000000000000004,0.3,0.3,0.3,0.3,0.3,0.03942801185859222,0.03928568104659648,0.03938951531855178,0.03971450582216061,0.03950497149364594,0.03922355451056122,0.039391830609245164,0.039573151688862426,0.03938014654317561,0.03956705645861912,0.034923348842026296,0.03991655022811005,0.04495250094598524
low_return_heterogeneity,no_transfers,flat,0,13.0,0.504811170905227,0.4026689025733357,0.10997796290148427,1368548545.2374833,201202640.31036934,1569751185.5478525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.32946775819107876,0.329467758191079,0.5161446492951982,0.12817486118995883,0.3,0.3,0.3,0.3,0.29999999999999993,0.29999999999999993,0.29999999999999993,0.30000000000000004,0.29999999999999993,0.2999999999999999,0.03964886271699846,0.0396050582842354,0.03947899404211351,0.03945620619504966,0.039533002544788504,0.039549471515003584,0.03921390829497411,0.03952799426785847,0.03931564916404434,0.039715918159829486,0.034873299777799405,0.040055437796808716,0.04497312243385727
low_return_heterogeneity,no_transfers,flat,0,14.0,0.5017975868913043,0.3992470344584154,0.10876939864659751,1362075110.8989584,209613290.14806113,1571688401.0470195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.33241642646724046,0.33241642646724046,0.5128191004585263,0.13336822363034684,0.3,0.30000000000000004,0.3,0.3,0.29999999999999993,0.3,0.29999999999999993,0.29999999999999993,0.3,0.3,0.03963502071909577,0.03914291809421198,0.03929527228696797,0.03948202725428652,0.039302053513853845,0.03958027611110945,0.039453566365246814,0.03978623092039033,0.039589566409624,0.039707503092906625,0.034989828679125624,0.03996635851083333,0.044986588638334914
low_return_heterogeneity,no_transfers,flat,0,15.0,0.49890153271464266,0.39587249285639864,0.10752684338355768,1371810584.1874824,217141377.9238003,1588951962.1112823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.3342769538222652,0.33427695382226497,0.5069411307175191,0.13665698089152978,0.3,0.3,0.29999999999999993,0.3,0.3,0.3,0.3,0.30000000000000004,0.30000000000000004,0.29999999999999993,0.03972394968451208,0.039400437442186444,0.039438086111086575,0.03972610602299697,0.039350057819957554,0.03923941501289391,0.039334115200893686,0.039951335370737855,0.039682013475939956,0.039490296386969465,0.0351412909285171,0.04004797645927159,0.044740147415549526
low_return_heterogeneity,no_transfers,flat,0,16.0,0.49622113312915705,0.3927709758933728,0.10644370585539746,1376592307.217164,227268697.73309106,1603861004.9502552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.33373774912941845,0.33373774912941845,0.5068911598444363,0.14170099343498904,0.3,0.29999999999999993,0.3,0.3,0.3,0.3,0.29999999999999993,0.30000000000000004,0.3,0.3,0.03955457398795352,0.03934924965599859,0.03959593413028916,0.03947569895298133,0.03951425819756271,0.03951514172725203,0.03939137844020034,0.040003120551012857,0.039486534046466404,0.03969797063881569,0.03502326618206032,0.040055110648119306,0.04501932747180136
low_return_heterogeneity,no_transfers,flat,0,17.0,0.4936536338944515,0.38981101595556317,0.10537155447328356,1377784485.9906151,236810310.31145278,1614594796.302068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33619970903392415,0.33619970903392415,0.5041970803940075,0.14666857025293478,0.30000000000000004,0.3,0.29999999999999993,0.29999999999999993,0.3,0.3,0.3,0.3,0.30000000000000004,0.30000000000000004,0.03941409605279196,0.039374233625269824,0.03966820729206331,0.039505090779221146,0.039301071724419025,0.039400655644835525,0.03981174689550146,0.04022010889846685,0.039549448742078566,0.03999319617084045,0.035194169801833756,0.04010100208598443,0.044977351420322345
low_return_heterogeneity,no_transfers,flat,0,18.0,0.4912966681575195,0.38700886161801634,0.10432075141982783,1373868420.9122446,245182526.84189266,1619050947.754137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296,0.3355056604726514,0.33550566047265096,0.5013013681655709,0.1514359552316727,0.3,0.3,0.29999999999999993,0.3,0.30000000000000004,0.3,0.30000000000000004,0.3,0.3,0.3,0.03981278479590442,0.03918318903867233,0.03923329080190782,0.03912960641101832,0.03968683400940972,0.03934156563193919,0.0396871405076333,0.039542789658111345,0.039698171018748285,0.03988358871560101,0.03500080629855853,0.03993729631148002,0.045153364694787555
low_return_heterogeneity,no_transfers,flat,0,19.0,0.4890933207476085,0.38443310605504905,0.10344361939471952,1371306119.0503676,255389099.04202914,1626695218.0923967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302,0.3346447552764562,0.33464475527645643,0.5002180995174372,0.15699873965420547,0.3,0.3,0.30000000000000004,0.3,0.3,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.03935168154629236,0.039354249412731176,0.03940527803853395,0.03940157919644547,0.039720414981289615,0.039246296958986106,0.03965358480286092,0.03979848448661555,0.03947454778316526,0.03961539113698564,0.035001830324621286,0.039962062659636206,0.04500280206499171
low_return_heterogeneity,no_transfers,flat,0,20.0,0.4869406711963642,0.3819304455178502,0.10250911579874998,1371881363.0814457,264239826.80196783,1636121189.8834138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0308,0.3347387847437906,0.3347387847437906,0.4953106793393851,0.1615038228438304,0.3,0.30000000000000004,0.29999999999999993,0.3,0.30000000000000004,0.3,0.3,0.3,0.3,0.29999999999999993,0.03951044050407514,0.039435808112658746,0.03954339204841372,0.0393545409685767,0.03959011806237784,0.03932722564550435,0.03981821376485486,0.03966389226898433,0.03951015319982149,0.03961396675526105,0.03512513565359549,0.0399925459312438,0.0449168616441383
low_return_heterogeneity,no_transfers,flat,0,21.0,0.4849172062687579,0.3795723203884289,0.10166837211842214,1376679195.1004093,274843646.42150813,1651522841.5219176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.3350010284786513,0.3350010284786511,0.4941894079022138,0.16641831375958036,0.3,0.3,0.3,0.29999999999999993,0.30000000000000004,0.3,0.3,0.29999999999999993,0.3,0.30000000000000004,0.03969313201361528,0.03916360766392684,0.03940641202909281,0.03962767288949862,0.039703203039210135,0.03944605915517047,0.03988596505828424,0.039675773034499734,0.039449331426703954,0.03946353911388027,0.03504510149592496,0.04002791655624482,0.0450201488948137
low_return_heterogeneity,no_transfers,flat,0,22.0,0.48302004370727425,0.3773702378610156,0.10085455366799184,1381326857.8143065,285787110.0177687,1667113967.8320754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281,0.3349751595041328,0.33497515950413326,0.49315933624507124,0.17142625851153287,0.30000000000000004,0.30000000000000004,0.3,0.29999999999999993,0.3,0.3,0.30000000000000004,0.3,0.3,0.3,0.03938608837198548,0.03914804882950699,0.03935158161668164,0.039922060873750095,0.03963954830121081,0.0391776990264618,0.03959736649395856,0.03977618384258608,0.039820887314280205,0.03970914301624741,0.035107080825371145,0.039996136575907115,0.04501420541308954
low_return_heterogeneity,no_transfers,flat,0,23.0,0.48121204758035097,0.37530024104601,0.10007248196155293,1378968673.4354663,296061484.4635758,1675030157.8990421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.33538446699896074,0.33538446699896074,0.4906122645005917,0.17674994272038655,0.3,0.29999999999999993,0.30000000000000004,0.3,0.3,0.3,0.30000000000000004,0.30000000000000004,0.3,0.3,0.0391431743214356,0.03912023923600496,0.03905090635213609,0.039620542524780804,0.03969002739556888,0.03985778568931847,0.03969290950820206,0.039747636591641024,0.03954182830360239,0.039732510014531874,0.03498616118668303,0.04003745177571898,0.04492658558370933
low_return_heterogeneity,no_transfers,flat,0,24.0,0.4795579612711438,0.37338483673288536,0.09937580727848529,1374339951.5132382,307721218.4936249,1682061170.0068629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.3372221620841773,0.33722216208417755,0.49123006009689507,0.18294294166030206,0.3,0.3,0.29999999999999993,0.3,0.3,0.3,0.3,0.30000000000000004,0.3,0.3,0.0394590389549715,0.03904431598991624,0.039136406037102056,0.039496671808226,0.03925138174566874,0.03924598472338316,0.03962521685332445,0.03988903709473631,0.0397468370089282,0.03983419469455392,0.03484755764054348,0.039972362463555206,0.04506019197996115
low_return_heterogeneity,no_transfers,flat,0,25.0,0.47787533154101025,0.3715000316600956,0.0986640044227099,1377982101.5382075,316779438.6516365,1694761540.1898441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,0.33750665593700035,0.33750665593700035,0.48666102254948007,0.18691682053166692,0.3,0.30000000000000004,0.30000000000000004,0.2999999999999999,0.3,0.29999999999999993,0.30000000000000004,0.30000000000000004,0.29999999999999993,0.3,0.039664190538975984,0.038917510546643413,0.03926733691302619,0.03961120938869265,0.039217642465955736,0.03945524037819546,0.039450233839537635,0.039526503762388664,0.03942892991582206,0.039355696611658025,0.03500773651055395,0.03985506272298946,0.04470105310907135
low_return_heterogeneity,no_transfers,flat,0,26.0,0.476367341731907,0.36979805782002195,0.098012201584752,1379346933.138121,330968380.66237706,1710315313.8004982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.3382345447684889,0.33823454476848847,0.4884738621837288,0.19351307796392875,0.3,0.3,0.3,0.3,0.3,0.30000000000000004,0.3,0.29999999999999993,0.3,0.3,0.03916824824777881,0.0390604107749381,0.039440923364252034,0.039542541583224754,0.039415127349826364,0.039162294791065616,0.0395089670532948,0.03976619425450755,0.039421023384023264,0.040128512858804366,0.03499496707228081,0.039870637758146414,0.04503750584068816
low_return_heterogeneity,no_transfers,flat,0,27.0,0.47480777584010814,0.3680411312679824,0.09727300025301845,1383273453.7545278,341091788.0261262,1724365241.7806544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.3375915688594058,0.33759156885940556,0.48200617007290614,0.19780715811338206,0.3,0.3,0.30000000000000004,0.2999999999999999,0.29999999999999993,0.30000000000000004,0.3,0.3,0.3,0.29999999999999993,0.039477063581344965,0.03929197060619131,0.03942514439224205,0.039777276294369855,0.03972801682718662,0.039676361415322416,0.03942640384014446,0.03963780600439045,0.039869129340524556,0.039526067552391,0.03497597589955178,0.04012498356306885,0.045040666921982046
