return_preset,transfer_policy,tax_scenario,tax_system,seed_count,calibrated_rate_mean,calibrated_rate_std,calibrated_rate_ci_low,calibrated_rate_ci_high,first_year_revenue_difference_mean,first_year_revenue_difference_std,first_year_revenue_difference_ci_low,first_year_revenue_difference_ci_high,final_gini_mean,final_gini_std,final_gini_ci_low,final_gini_ci_high,final_disposable_income_gini_mean,final_disposable_income_gini_std,final_disposable_income_gini_ci_low,final_disposable_income_gini_ci_high,final_top_10_share_mean,final_top_10_share_std,final_top_10_share_ci_low,final_top_10_share_ci_high,final_top_1_share_mean,final_top_1_share_std,final_top_1_share_ci_low,final_top_1_share_ci_high,final_capital_income_share_mean,final_capital_income_share_std,final_capital_income_share_ci_low,final_capital_income_share_ci_high,final_transfer_spending_share_mean,final_transfer_spending_share_std,final_transfer_spending_share_ci_low,final_transfer_spending_share_ci_high,final_means_tested_recipient_share_mean,final_means_tested_recipient_share_std,final_means_tested_recipient_share_ci_low,final_means_tested_recipient_share_ci_high,final_unemployment_rate_mean,final_unemployment_rate_std,final_unemployment_rate_ci_low,final_unemployment_rate_ci_high,shorrocks_index_mean,shorrocks_index_std,shorrocks_index_ci_low,shorrocks_index_ci_high,rank_correlation_mean,rank_correlation_std,rank_correlation_ci_low,rank_correlation_ci_high,top_20_persistence_mean,top_20_persistence_std,top_20_persistence_ci_low,top_20_persistence_ci_high,bottom_40_to_top_40_mean,bottom_40_to_top_40_std,bottom_40_to_top_40_ci_low,bottom_40_to_top_40_ci_high
baseline_return_heterogeneity,universal_plus_safety_floor,swedish_high_progressivity,swedish,3,0.3142759098634191,0.0018578538550211002,0.3121735503137287,0.3163782694131095,-2.384185791015625e-07,6.307962682401158e-07,-9.522317538351573e-07,4.753945956320323e-07,0.388820448826594,0.0034170659584972034,0.38495367468267894,0.39268722297050906,0.14507074127930877,0.0015547913494481265,0.14331132923919912,0.14683015331941843,0.3207501018713555,0.003575404464494034,0.31670415084048215,0.32479605290222885,0.085280956107183,0.003234749700131391,0.08162049223132443,0.08894141998304157,0.2624724978098805,0.0025178997304014326,0.2596232260390866,0.26532176958067444,1.0,7.850462293418876e-17,0.9999999999999999,1.0,0.28673333333333334,0.0015275252316519481,0.28500477581010447,0.2884618908565622,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.7196666666666666,0.006320024393412867,0.7125148858084156,0.7268184475249175,0.6891644935716449,0.009950704548754108,0.6779042113499396,0.7004247757933502,0.7535,0.0027838821814150433,0.7503497407514089,0.756650259248591,0.14416666666666667,0.005680742322384747,0.13773830157297623,0.1505950317603571
baseline_return_heterogeneity,universal_plus_safety_floor,swedish_low_progressivity,swedish,3,0.3323274569175958,0.000375087161971467,0.3319030058366855,0.33275190799850607,-7.947285970052083e-08,9.02638172435804e-07,-1.1009041077003415e-06,9.419583882992999e-07,0.40128394211647106,0.0034728328686868884,0.3973540617729606,0.4052138224599815,0.1940748545724674,0.0012945443380163772,0.19260993974928534,0.19553976939564946,0.32396022862480683,0.003492619838250363,0.32000795721737674,0.32791250003223693,0.08538050874742424,0.0031816543058818376,0.08178012796628459,0.0889808895285639,0.26248267036921463,0.0024528072902507553,0.2597070576285934,0.26525828310983585,0.9999999999999999,1.3597399555105182e-16,0.9999999999999998,1.0,0.34846666666666665,0.0028005951748393413,0.3452974948856207,0.35163583844771257,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.7280000000000001,0.009002603790015428,0.7178125947857171,0.738187405214283,0.6745283479532835,0.011113712142127662,0.6619519987472549,0.6871046971593122,0.7281666666666666,0.0063508529610858885,0.72098,0.7353533333333333,0.15491666666666667,0.008032486124067283,0.145827052935722,0.16400628039761134
high_return_heterogeneity,lump_sum_only,flat,flat,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.460917231187662,0.004170866227646199,0.4561974517386625,0.46563701063666146,0.23559695689540994,0.0016607151792292993,0.2337176807580903,0.23747623303272958,0.3612357847933137,0.004827374249776849,0.3557730965810417,0.36669847300558567,0.09752102842267296,0.0028157417036690432,0.09433471673073268,0.10070734011461324,0.3045960051836347,0.0033786694226171227,0.30077268081035924,0.3084193295569102,1.0000000000000002,2.7194799110210365e-16,0.9999999999999999,1.0000000000000004,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8162916666666667,0.007649891066762532,0.8076350000000001,0.8249483333333334,0.5543358852313589,0.011818340870708805,0.5409621735565251,0.5677095969061927,0.603,0.0025000000000000022,0.6001709836809708,0.6058290163190292,0.19641666666666668,0.007815582725128896,0.18757250223782185,0.20526083109551152
high_return_heterogeneity,lump_sum_only,swedish_baseline_progressivity,swedish,3,0.34232345500701483,0.0009508424402060346,0.3412474754949475,0.34339943451908217,1.5894571940104166e-07,4.963078497567494e-07,-4.026794830886063e-07,7.205709218906896e-07,0.45155733675188575,0.004227171662371349,0.4467738417054113,0.4563408317983602,0.19619486611656414,0.0014558402213142281,0.19454742781896533,0.19784230441416295,0.35715895730565334,0.005078893918860842,0.35141164779402323,0.36290626681728344,0.09728299522717902,0.0028753945971635264,0.09402917993156945,0.1005368105227886,0.3044781915673684,0.003505808088228283,0.30051099625017547,0.3084453868845613,1.0,2.3551386880256624e-16,0.9999999999999998,1.0000000000000002,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8147083333333333,0.0061699034298223114,0.8077264303374128,0.8216902363292538,0.5585672090496722,0.011244051169414725,0.5458433673495628,0.5712910507497815,0.6086666666666667,0.0025166114784235852,0.6058188526902201,0.6115144806431133,0.19475,0.006139014578904343,0.18780305102940867,0.20169694897059134
high_return_heterogeneity,lump_sum_only,swedish_high_progressivity,swedish,3,0.3142759098634191,0.0018578538550211002,0.3121735503137287,0.3163782694131095,-2.384185791015625e-07,6.307962682401158e-07,-9.522317538351573e-07,4.753945956320323e-07,0.44628932310607156,0.004211512755692371,0.44152354778061026,0.45105509843153285,0.16888782103865907,0.0016517947762639384,0.16701863928756394,0.1707570027897542,0.3553464931407826,0.005148628030065397,0.3495202720537162,0.36117271422784897,0.0972190797999894,0.0028623991958410823,0.09397997018534524,0.10045818941463355,0.30441544828554296,0.00356133666880721,0.30038541646409794,0.30844548010698797,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8141666666666666,0.006899199832830851,0.8063594871005378,0.8219738462327953,0.5619746097517461,0.010806979538614099,0.5497453611620846,0.5742038583414075,0.6133333333333334,0.002362907813126275,0.610659451427855,0.6160072152388117,0.19183333333333333,0.0033291640592396994,0.18806602955240753,0.19560063711425912
high_return_heterogeneity,lump_sum_only,swedish_low_progressivity,swedish,3,0.3323274569175958,0.000375087161971467,0.3319030058366855,0.33275190799850607,-7.947285970052083e-08,9.02638172435804e-07,-1.1009041077003415e-06,9.419583882992999e-07,0.4573132248955169,0.004189569859657223,0.4525722802944437,0.4620541694965901,0.22170452576247035,0.0014438306944767009,0.22007067752383444,0.22333837400110626,0.3594611097714286,0.004936551667002961,0.3538748756811558,0.3650473438617014,0.09739323111484065,0.0028510602442363923,0.09416695273184864,0.10061950949783266,0.30454992846078527,0.003435754051697746,0.3006620067486159,0.30843785017295466,0.9999999999999999,1.9229626863835638e-16,0.9999999999999997,1.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8164166666666667,0.005812612006089273,0.8098390769781021,0.8229942563552313,0.5555902361439023,0.011656634619635302,0.5423995123183389,0.5687809599694658,0.6043333333333334,0.0018929694486001123,0.6021912367487281,0.6064754299179387,0.19541666666666668,0.006525590650150637,0.18803226569043457,0.2028010676428988
high_return_heterogeneity,no_transfers,flat,flat,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.5304062907845289,0.00474175765367112,0.5250404868712821,0.5357720946977758,0.33656708127915685,0.00237245025604218,0.33388240108298556,0.33925176147532815,0.414184822107351,0.005342158843158598,0.40813960028889434,0.4202300439258077,0.11777964874404277,0.0033612127094297117,0.11397607850136081,0.12158321898672474,0.2640983589132452,0.0033988305186784477,0.2602522201120629,0.26794449771442747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.7782916666666667,0.006134346610139739,0.7713500000000001,0.7852333333333333,0.6295162469671626,0.01086952310923101,0.617216223664731,0.6418162702695942,0.6376666666666666,0.0038837267325770486,0.6332718161446225,0.6420615171887107,0.166,0.007611668673819159,0.15738658604268901,0.174613413957311
high_return_heterogeneity,no_transfers,swedish_baseline_progressivity,swedish,3,0.34232345500701483,0.0009508424402060346,0.3412474754949475,0.34339943451908217,1.5894571940104166e-07,4.963078497567494e-07,-4.026794830886063e-07,7.205709218906896e-07,0.5253201199718415,0.005067582346800533,0.5195856107089923,0.5310546292346906,0.29047881689792426,0.002020034198199208,0.2881929330132432,0.2927647007826053,0.4150523057125524,0.005808577544286369,0.4084792814472994,0.42162532997780544,0.11962775158597028,0.0035776410176552287,0.11557926965694038,0.12367623351500018,0.26062492959056344,0.003442177406655064,0.2567297391679952,0.2645201200131317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.771,0.007896795236043514,0.7620639349636804,0.7799360650363196,0.6423267074352671,0.01044594253539071,0.6305060106751627,0.6541474041953715,0.6518333333333333,0.005507570547286107,0.6456009305507425,0.658065736115924,0.15825,0.005878988008152428,0.151597298794224,0.164902701205776
high_return_heterogeneity,no_transfers,swedish_high_progressivity,swedish,3,0.3142759098634191,0.0018578538550211002,0.3121735503137287,0.3163782694131095,-2.384185791015625e-07,6.307962682401158e-07,-9.522317538351573e-07,4.753945956320323e-07,0.5222698711332879,0.00528781180607106,0.5162861487767559,0.5282535934898199,0.2545228534129032,0.002074554097735098,0.25217527445402266,0.25687043237178375,0.4163502050695292,0.006138173498389212,0.409404207871139,0.42329620226791936,0.120779975901111,0.0036572259680749653,0.11664143512268647,0.12491851667953553,0.2586788660421176,0.003403322278224276,0.2548276443365128,0.2625300877477224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.76275,0.009063146528662127,0.752494084227465,0.7730059157725351,0.6520584571685846,0.010274357440747239,0.6404319272216195,0.6636849871155497,0.6628333333333334,0.005392896562454496,0.6567306963805254,0.6689359702861414,0.152,0.003848701079585167,0.14764478473551534,0.15635521526448465
high_return_heterogeneity,no_transfers,swedish_low_progressivity,swedish,3,0.3323274569175958,0.000375087161971467,0.3319030058366855,0.33275190799850607,-7.947285970052083e-08,9.02638172435804e-07,-1.1009041077003415e-06,9.419583882992999e-07,0.5285088233867014,0.004862706120328365,0.5230061533990805,0.5340114933743222,0.32146240155112676,0.002104026892004755,0.3190814709858637,0.3238433321163898,0.41418633544572825,0.005515956579181979,0.4079444429747034,0.4204282279167531,0.11844877903191724,0.0034770535933074716,0.1145141224888749,0.12238343557495958,0.262750376211525,0.003425149315172963,0.2588744548884307,0.26662629753461936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.7757083333333332,0.007644783079547358,0.7670574468983422,0.7843592197683242,0.633696208808962,0.010694925788732497,0.62159376097411,0.6457986566438141,0.6433333333333333,0.0054848275573014275,0.6371266666666666,0.64954,0.163,0.006628536791781431,0.15549910449790605,0.17050089550209396
high_return_heterogeneity,universal_plus_safety_floor,flat,flat,3,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.4569603643712572,0.004145871772383924,0.4522688688109866,0.4616518599315278,0.20755621347057587,0.0014871948778000393,0.2058732940390267,0.20923913290212504,0.36060943872376566,0.004731376202902334,0.3552553825279749,0.36596349491955643,0.09763922630579519,0.0028162218984853393,0.09445237122226625,0.10082608138932413,0.3041542113732946,0.00340915903812369,0.30029638475208753,0.3080120379945017,1.0000000000000002,2.220446049250313e-16,1.0,1.0000000000000004,0.3560999999999999,0.003465544690232679,0.35217836700680266,0.36002163299319717,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8120416666666666,0.006663019835880268,0.8045017499267785,0.8195815834065546,0.5605092159410922,0.011336901898314364,0.5476803037500665,0.5733381281321178,0.6046666666666666,0.0020816659994661348,0.6023110398333634,0.6070222934999697,0.19291666666666665,0.00722985707558133,0.18473531320623943,0.20109802012709388
high_return_heterogeneity,universal_plus_safety_floor,swedish_baseline_progressivity,swedish,3,0.34232345500701483,0.0009508424402060346,0.3412474754949475,0.34339943451908217,1.5894571940104166e-07,4.963078497567494e-07,-4.026794830886063e-07,7.205709218906896e-07,0.44817606158783224,0.004204150949295588,0.4434186169305446,0.4529335062451199,0.1701087849527453,0.001329679170294875,0.16860411132401038,0.17161345858148025,0.3566510930240661,0.004985099180246716,0.3510099222509074,0.36229226379722484,0.09737948343905811,0.0028788669672975705,0.09412173878673857,0.10063722809137765,0.3041183082740216,0.0035361354900018964,0.3001167942710162,0.308119822277027,0.9999999999999999,0.0,0.9999999999999999,0.9999999999999999,0.3239,0.0019974984355438214,0.32163961773144456,0.3261603822685555,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.811375,0.0074718220669391915,0.8029198373758987,0.8198301626241012,0.5638919490709194,0.010826062890467366,0.5516411056357321,0.5761427925061068,0.6101666666666666,0.0027537852736430266,0.6070504652753713,0.613282868057962,0.19308333333333336,0.004110454151712845,0.18843191658380662,0.1977347500828601
high_return_heterogeneity,universal_plus_safety_floor,swedish_high_progressivity,swedish,3,0.3142759098634191,0.0018578538550211002,0.3121735503137287,0.3163782694131095,-2.384185791015625e-07,6.307962682401158e-07,-9.522317538351573e-07,4.753945956320323e-07,0.4435507324868222,0.004189582579527812,0.4388097734918604,0.448291691481784,0.14507074127930877,0.0015547913494481265,0.14331132923919912,0.14683015331941843,0.3549889814079677,0.005063853590634981,0.3492586916299354,0.360719271186,0.09731208073636877,0.0028544116342122837,0.09408200989860346,0.10054215157413407,0.3040961188949501,0.0035902520407586967,0.30003336624985644,0.30815887154004373,1.0,7.850462293418876e-17,0.9999999999999999,1.0,0.28673333333333334,0.0015275252316519481,0.28500477581010447,0.2884618908565622,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.8118333333333334,0.006998139633740784,0.8039141928426544,0.8197524738240124,0.566448500800485,0.01045453864828716,0.5546180766229148,0.5782789249780552,0.6158333333333333,0.001755942292142151,0.6138462975734359,0.6178203690932308,0.18999999999999997,0.003269174207655508,0.1863005811267173,0.19369941887328265
high_return_heterogeneity,universal_plus_safety_floor,swedish_low_progressivity,swedish,3,0.3323274569175958,0.000375087161971467,0.3319030058366855,0.33275190799850607,-7.947285970052083e-08,9.02638172435804e-07,-1.1009041077003415e-06,9.419583882992999e-07,0.4534703982357591,0.0041643054245595335,0.44875804303435884,0.4581827534371593,0.1940748545724674,0.0012945443380163772,0.19260993974928534,0.19553976939564946,0.3588530328208999,0.004835280432249587,0.3533813979209333,0.3643246677208665,0.09750352762855165,0.0028574139514767265,0.09427005934897194,0.10073699590813136,0.30414183960129537,0.0034666737691916257,0.300218928934978,0.30806475026761276,0.9999999999999999,1.3597399555105182e-16,0.9999999999999998,1.0,0.34846666666666665,0.0028005951748393413,0.3452974948856207,0.35163583844771257,0.029266666666666667,0.0010598742063723102,0.028067306096288526,0.030466027237044807,0.812125,0.005629165124598808,0.805755,0.818495,0.5615473574714736,0.011153614935638968,0.5489258540038375,0.5741688609391096,0.6068333333333333,0.0020207259421636875,0.6045466666666667,0.60912,0.19291666666666665,0.007005949852327907,0.1849886880816524,0.20084464525168091
