return_preset,transfer_policy,tax_scenario,year,wealth_gini,top_10_share,top_1_share,labour_tax_revenue,capital_tax_revenue,total_tax_revenue,total_transfers,universal_transfer_spending,means_tested_transfer_spending,unemployment_transfer_spending,transfer_spending_share,means_tested_recipient_count,means_tested_recipient_share,unemployment_rate,pre_tax_labour_income_gini,disposable_income_gini,capital_income_gini,capital_income_share,avg_tax_rate_income_decile_1,avg_tax_rate_income_decile_2,avg_tax_rate_income_decile_3,avg_tax_rate_income_decile_4,avg_tax_rate_income_decile_5,avg_tax_rate_income_decile_6,avg_tax_rate_income_decile_7,avg_tax_rate_income_decile_8,avg_tax_rate_income_decile_9,avg_tax_rate_income_decile_10,avg_return_wealth_decile_1,avg_return_wealth_decile_2,avg_return_wealth_decile_3,avg_return_wealth_decile_4,avg_return_wealth_decile_5,avg_return_wealth_decile_6,avg_return_wealth_decile_7,avg_return_wealth_decile_8,avg_return_wealth_decile_9,avg_return_wealth_decile_10,avg_return_class_low,avg_return_class_medium,avg_return_class_high
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,1.0,0.5714150764749049,0.4640575767449484,0.1262153658849462,1291500735.5242941,118931601.54630643,1410432337.0706005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.26925309451352564,0.23731700621374108,0.5868994960126526,0.08423480136455308,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26091531333357587,0.2670298562364171,0.2818608290827117,0.31475735796930376,0.3954466123735709,0.0395613371603589,0.039407921711362294,0.03967050959605174,0.039633260251927635,0.03943538829013144,0.039483108268753106,0.03951698266915805,0.03998678503232264,0.03963364421771552,0.03958365007591705,0.03511099320697348,0.04008899513578043,0.045119822722651665
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,2.0,0.5616994904287773,0.45745253554263215,0.12407570549691253,1336580746.2776682,123898997.59587047,1460479743.8735387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.28544610848508145,0.2496828743908912,0.576580421150555,0.0862197865439695,0.26072959554879566,0.26072959554879566,0.2607295955487956,0.26072959554879566,0.26072959554879566,0.2609282185444199,0.2680584462811249,0.28459745683182697,0.32402069353422824,0.4065401895104455,0.03949157013933499,0.039438022699203816,0.03934672697974053,0.03921354385960905,0.039491215032549265,0.03939104924970765,0.03921566252808681,0.03952818743916417,0.03939613181778363,0.03934834169381317,0.034773512891043905,0.03996680903584249,0.04490632137572272
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,3.0,0.5528654139030902,0.4511733654958605,0.12204095639998734,1371249329.8814104,129883060.66750284,1501132390.5489132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,0.295086343926819,0.2568026759473585,0.567340712129627,0.08893397184280004,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.2611544698317247,0.2687448892194451,0.2862011584055855,0.32980663055324577,0.41381693995323354,0.03933325606962344,0.039714535270423484,0.03908578196942199,0.039220046287415336,0.03965027231267844,0.039176897054276495,0.039301695281805174,0.03952371077176502,0.03955350461156183,0.039544937152443525,0.034894162718438024,0.03996576379944348,0.044849069295660654
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,4.0,0.5449280975727644,0.44528895126222,0.12012696966339127,1385301938.0962179,136113448.6280612,1521415386.7242794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.303249898199623,0.26382898848715075,0.5588973132895438,0.09252970610095616,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2610759608975351,0.26904143760140353,0.2880773489548557,0.33267386196455734,0.4170655783222744,0.03921141658024875,0.03954060650801198,0.03927086250634869,0.039268169850043146,0.039411798151077204,0.03960401976635679,0.03949951358290513,0.03956674955169105,0.03937758051177736,0.039552959916136735,0.0350104094583813,0.03993113094240605,0.04486010161564507
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,5.0,0.5377487745663758,0.43975106350193677,0.11833262182212127,1409708702.71328,142757320.05376443,1552466022.7670448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,0.3101464032774537,0.2690073354786011,0.551610883936928,0.095879356660909,0.2607295955487956,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.26111196616280513,0.2694531275561795,0.28950562209205255,0.3389698772247636,0.4208539528622418,0.03947543003054298,0.03943897491852728,0.039426947495002335,0.03965742874851685,0.039327615724364634,0.03933516526136609,0.03989103330523529,0.03965739622471372,0.039305071909723883,0.03977966432384838,0.03502938428879687,0.040107374559493224,0.044886826614865705
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,6.0,0.5313219340331763,0.43450195204099107,0.11664998240482354,1421957650.1153014,149194505.1431041,1571152155.2584057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.31566448102849254,0.27372759442454897,0.5443620146992085,0.09947186234634475,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.2607295955487957,0.2607295955487957,0.26111707144834306,0.2699938624371012,0.29099180954284504,0.34200400164474937,0.42279533050285867,0.03952867532632756,0.03934123851263887,0.039312238492442045,0.03940390282183808,0.039489733769987795,0.039641879057856516,0.03956168429702764,0.03961631887717591,0.03980259782979949,0.03957650580313708,0.03506806074809695,0.03997465560844282,0.04515139213439185
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,7.0,0.5254796523119942,0.42950983837560025,0.11500009895128907,1449623567.0170512,155386970.89657986,1605010537.9136312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.3210818153082189,0.27715597702634853,0.5372760438689292,0.10216017618277028,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.2607295955487957,0.2607295955487956,0.2610173785812929,0.2696805796137995,0.2912521782103166,0.3449904366317138,0.42788912696601855,0.039149376079230296,0.03994886443363242,0.039166561582727286,0.03913537286915334,0.03971727180070285,0.039483464731732545,0.039518484484640966,0.03962122393704428,0.039512184078059634,0.03953314361637081,0.03496728804565133,0.04002016370397907,0.04494410747916083
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,8.0,0.5201362404034304,0.4248358453725302,0.11351445596775735,1461315147.1892385,162780746.54549047,1624095893.7347286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.3276035070073309,0.28302146967275066,0.5331401641736875,0.10627466848396212,0.26072959554879566,0.26072959554879566,0.2607295955487956,0.26072959554879566,0.2607295955487957,0.2611055261683078,0.27021393152485795,0.2931713967940041,0.3488586403909086,0.4294330897661753,0.039571122315664814,0.03930768271818604,0.03960989191679371,0.03914700748969865,0.03911198249441063,0.03982396303967775,0.03971510896757216,0.03956610879716567,0.03948148402584643,0.0396925949973739,0.03502086141517266,0.04002632185537846,0.04496864985864569
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,9.0,0.5151697967407554,0.42037139421062986,0.11203671908451404,1457718221.5570045,169382852.90823144,1627101074.4652362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.33053453935713906,0.28613994480675875,0.5269398607959392,0.11039082101110087,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26103517738302673,0.27033857876218703,0.2939702722988913,0.3476885684961271,0.4295052945652323,0.039315139561119906,0.03960781054553516,0.0391212849280071,0.03923449751410312,0.039168307762767814,0.03968111319373567,0.039708522049980884,0.03972638350601756,0.03966779444849445,0.039541713666334175,0.0349134279135289,0.03994210973021658,0.04521476643829959
low_return_heterogeneity,no_transfers,swedish_baseline_progressivity,10.0,0.5105833698194111,0.4161688164977696,0.11068581251866481,1492861086.5831566,177048506.62206542,1669909593.2052221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.32999496632300085,0.28391020771122544,0.5228382669438059,0.11308709701403406,0.2607295955487957,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26129302184437897,0.2712310483909179,0.29540036136489034,0.3522307806076793,0.43281316131598757,0.039315091987284306,0.03924568721869066,0.03953495046731816,0.039306409085494876,0.039493700325851124,0.039409166614920506,0.03970117092107181,0.039711518413047826,0.039428677424071905,0.039663451098856835,0.0349960726429559,0.04000838998533686,0.044942103465241856
