return_preset,scenario,year,wealth_gini,top_10_share,top_1_share,labour_tax_revenue,capital_tax_revenue,total_tax_revenue,total_transfers,pre_tax_labour_income_gini,disposable_income_gini,capital_income_gini,capital_income_share,avg_tax_rate_income_decile_1,avg_tax_rate_income_decile_2,avg_tax_rate_income_decile_3,avg_tax_rate_income_decile_4,avg_tax_rate_income_decile_5,avg_tax_rate_income_decile_6,avg_tax_rate_income_decile_7,avg_tax_rate_income_decile_8,avg_tax_rate_income_decile_9,avg_tax_rate_income_decile_10,avg_return_wealth_decile_1,avg_return_wealth_decile_2,avg_return_wealth_decile_3,avg_return_wealth_decile_4,avg_return_wealth_decile_5,avg_return_wealth_decile_6,avg_return_wealth_decile_7,avg_return_wealth_decile_8,avg_return_wealth_decile_9,avg_return_wealth_decile_10,avg_return_class_low,avg_return_class_medium,avg_return_class_high
high_return_heterogeneity,swedish_baseline_progressivity,1.0,0.5599635847497382,0.4568216700885495,0.12398161425325595,1337957731.5341568,116678512.1479621,1454636243.682119,1454636243.6821194,0.2456559284321045,0.1448928362328883,0.7068788322625132,0.07594981538252965,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2612473743481658,0.26816758061089774,0.2836191184923786,0.31795769399111057,0.3974992347401026,0.036605348641435595,0.03569168684544917,0.03620203838420696,0.036213041007710556,0.03608155316052577,0.03543243307501241,0.035967930676632176,0.03840714012929057,0.03619457687086208,0.0364346003036682,0.00044397282789392594,0.0403559805431217,0.08047929089060667
high_return_heterogeneity,swedish_baseline_progressivity,2.0,0.5404838139024111,0.4440248866793141,0.1201395474199748,1384192235.408022,124871242.91631287,1509063478.3243346,1509063478.3243344,0.2609831248425043,0.15135148642944252,0.7017524456112929,0.07940614615924345,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.2613989088825192,0.2694894549031392,0.28625408152371,0.32600603045106535,0.40873525523745424,0.03484309676004749,0.03616834402673888,0.033808057514418635,0.034484480152345315,0.03639748293665352,0.0365373397937328,0.03597757809772593,0.037757799001815,0.035173888954230445,0.03663865376222884,-0.0005579086147825337,0.03992624072679655,0.0803393856533699
high_return_heterogeneity,swedish_baseline_progressivity,3.0,0.5234256305634011,0.43237920861726487,0.11654530686409328,1407381429.9167457,133810378.79253443,1541191808.70928,1541191808.7092803,0.27223695147888405,0.1566635237821139,0.6855396543028869,0.08418796194272485,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2614217776080099,0.26999115771025983,0.2884945053076824,0.3331646104242152,0.41320798435153105,0.03430700615521772,0.034350724616976934,0.03435409369645443,0.03428991066937979,0.03713182794234235,0.03616442008727826,0.03626168015811854,0.03844886344445138,0.0347220222990209,0.038207713527554234,-0.00028135811148315804,0.039872327284206734,0.08028312093892556
high_return_heterogeneity,swedish_baseline_progressivity,4.0,0.5083901085228486,0.4216914393859767,0.11303982871493282,1429573434.4508805,141991748.08845946,1571565182.53934,1571565182.5393405,0.2788618161096772,0.15918792807684023,0.6753622473810752,0.08817927980094399,0.26072959554879566,0.26072959554879566,0.2607295955487956,0.26072959554879566,0.2607295955487957,0.2615741020083133,0.27025843564580215,0.2892050363036686,0.33694655294412296,0.41777418570671837,0.03335573577863204,0.035195463809281,0.03305756121265642,0.032931569248661634,0.035104244154329535,0.03648740281504647,0.03797032062434446,0.038428567502120384,0.034988872662774055,0.03864780125467222,-0.0002483955676187756,0.03967307204813102,0.07969330260556268
high_return_heterogeneity,swedish_baseline_progressivity,5.0,0.4954421911238607,0.4119645969263291,0.10987883719089259,1453292175.582422,154678503.88635075,1607970679.4687726,1607970679.468773,0.2868754319828144,0.1623940131324515,0.6773247812405743,0.09458812033341214,0.26072959554879566,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2615163718180426,0.2705912460764616,0.29145967100214687,0.3421224511431325,0.42154317614135206,0.030758424759648344,0.03390025122168085,0.032230633468232926,0.032444065832981414,0.03434663524403222,0.03678911389373174,0.03775278756341421,0.03914495186041457,0.03736736237036472,0.0395366845880837,-0.0008571657118612367,0.03945394408508795,0.08021161995656767
high_return_heterogeneity,swedish_baseline_progressivity,6.0,0.48415390643999046,0.4031614014850817,0.10724489219807122,1470353768.3566172,167001423.43613768,1637355191.7927551,1637355191.7927556,0.29298590763742993,0.1648178489135197,0.6661483288497136,0.10170485345382803,0.2607295955487957,0.26072959554879566,0.2607295955487956,0.26072959554879566,0.26072959554879566,0.26150069332042236,0.27149734807099374,0.2933062671264653,0.34600229676411265,0.42410100475066376,0.03133796128082908,0.031144467575762183,0.03342415971898038,0.033160949802780525,0.03541045373238174,0.03719552747577721,0.03955818563113867,0.04112275619509991,0.03720287755567572,0.04014619558767686,-0.00010544661645074293,0.03998257884010633,0.0804762397292017
high_return_heterogeneity,swedish_baseline_progressivity,7.0,0.4741730345663946,0.3950804686566224,0.10452342788046258,1487300183.9204764,177693006.48079878,1664993190.4012752,1664993190.4012754,0.2987231086373554,0.16712738961524032,0.6581771194080142,0.10715616934953837,0.2607295955487956,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.2607295955487956,0.261720407223173,0.27234282435266066,0.2951348886567848,0.3476470446573799,0.42698864812575293,0.028872992015557097,0.03094402627434323,0.03171992149725383,0.033403445825766806,0.03620846643176702,0.03826733385501135,0.039915028068456815,0.041520355253354256,0.038328108121738654,0.0413014994358535,-1.4613717654308564e-05,0.04025206733042792,0.080053045126333
high_return_heterogeneity,swedish_baseline_progressivity,8.0,0.4657527116289366,0.38808508833438476,0.10238689171868273,1494285809.71798,191818150.56009924,1686103960.278079,1686103960.278079,0.30203269438431923,0.16824564994166513,0.6578282159272117,0.11514432809130828,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.2607295955487957,0.261636832882107,0.27235846245004314,0.2958868199189393,0.3491981951357268,0.4282166480818975,0.027828954902192286,0.029749674641701845,0.03302841974829972,0.032901461162154574,0.03586912990641581,0.037184250265902836,0.038864752106027994,0.04238380030241697,0.03952202761873129,0.04276061448841052,0.0003636825718928531,0.03982499147774675,0.08035770508358216
high_return_heterogeneity,swedish_baseline_progressivity,9.0,0.45850724052204206,0.3818431377801879,0.10068067738840747,1507553804.1510606,208183958.8125649,1715737762.9636254,1715737762.9636257,0.3041145331549049,0.168346844544629,0.6556561025488177,0.1233519669019357,0.2607295955487957,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2607295955487957,0.26170751336703557,0.27258163698950805,0.2969217662898541,0.35145433752475963,0.4299114990460335,0.02719880198800812,0.029573829041547355,0.030926837301973983,0.03412301715921999,0.03447166657918271,0.03891848322182549,0.04049053232488961,0.04393583406968772,0.04106476203220596,0.04360846444042987,0.0009011955426199979,0.04026936566508661,0.08054837114824792
high_return_heterogeneity,swedish_baseline_progressivity,10.0,0.45189248988512865,0.37588259191776724,0.09881945824849395,1515189289.2776024,215432940.5465144,1730622229.824117,1730622229.8241172,0.3064961886333517,0.16910808067259753,0.6512290487897607,0.1264968990380857,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.26072959554879566,0.2607295955487956,0.26167441071826314,0.27227786007061194,0.2975152921716609,0.35491332991514185,0.43048218720853054,0.02389556603770838,0.02886984659842735,0.03163778688873788,0.03421749855624985,0.03340053390821076,0.03905017901474643,0.039681276627354455,0.04464297772783792,0.04005634861445475,0.042932376954610364,0.0001762310662094249,0.03955800696846332,0.08045315024384937
