return_preset,transfer_policy,tax_scenario,year,wealth_gini,top_10_share,top_1_share,labour_tax_revenue,capital_tax_revenue,total_tax_revenue,total_transfers,universal_transfer_spending,means_tested_transfer_spending,unemployment_transfer_spending,transfer_spending_share,means_tested_recipient_count,means_tested_recipient_share,unemployment_rate,pre_tax_labour_income_gini,disposable_income_gini,capital_income_gini,capital_income_share,avg_tax_rate_income_decile_1,avg_tax_rate_income_decile_2,avg_tax_rate_income_decile_3,avg_tax_rate_income_decile_4,avg_tax_rate_income_decile_5,avg_tax_rate_income_decile_6,avg_tax_rate_income_decile_7,avg_tax_rate_income_decile_8,avg_tax_rate_income_decile_9,avg_tax_rate_income_decile_10,avg_return_wealth_decile_1,avg_return_wealth_decile_2,avg_return_wealth_decile_3,avg_return_wealth_decile_4,avg_return_wealth_decile_5,avg_return_wealth_decile_6,avg_return_wealth_decile_7,avg_return_wealth_decile_8,avg_return_wealth_decile_9,avg_return_wealth_decile_10,avg_return_class_low,avg_return_class_medium,avg_return_class_high
low_return_heterogeneity,no_transfers,swedish_high_progressivity,1.0,0.5714373584907109,0.46410661121305363,0.1262322504532458,1290869954.3031394,118931601.54630643,1409801555.849446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.26925309451352564,0.20477707253466026,0.5868994960126526,0.08423480136455308,0.21104919110268436,0.21104919110268439,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21639789045878768,0.2477350979331821,0.30370080946883804,0.3651949908410066,0.4528867901900795,0.0395613371603589,0.039407921711362294,0.03967050959605174,0.039633260251927635,0.03943538829013144,0.039483108268753106,0.03951698266915805,0.03998678503232264,0.03963364421771552,0.03958365007591705,0.03511099320697348,0.04008899513578043,0.045119822722651665
low_return_heterogeneity,no_transfers,swedish_high_progressivity,2.0,0.5617163623130867,0.4576066906806449,0.12413395439637545,1348144687.5329967,123879891.76103166,1472024579.2940283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312,0.28544610848508145,0.21614184527338787,0.5765951097748792,0.0862076372037517,0.21104919110268439,0.21104919110268433,0.21104919110268433,0.21104919110268436,0.21104919110268436,0.21618388059029706,0.25308596585920884,0.3117282508662428,0.3762688248014212,0.4643094992616566,0.03950919953274715,0.039349792369599915,0.03939681162847795,0.0392464657296588,0.03943036151182282,0.039409806267642934,0.0392701309166614,0.0395167008758653,0.03938208506600731,0.03934909754050953,0.034773512891043905,0.03996680903584249,0.04490632137572272
low_return_heterogeneity,no_transfers,swedish_high_progressivity,3.0,0.5528220910804407,0.45144979096642623,0.12214689981290017,1390462139.0393143,129817953.11232983,1520280092.1516442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,0.295086343926819,0.22268256477411819,0.5673547042351526,0.08889335410080405,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21104919110268433,0.21104919110268436,0.2171584075087002,0.2563696745042531,0.3163839593218552,0.3828284100820639,0.47182326378422407,0.03936671461121552,0.039640058273791856,0.03915813891065618,0.03918763389384799,0.039594000969375105,0.039214570680411835,0.03931839877350419,0.0395133967421361,0.039569788781533555,0.03954193514494241,0.034894162718438024,0.03996576379944348,0.044849069295660654
low_return_heterogeneity,no_transfers,swedish_high_progressivity,4.0,0.5447692412917053,0.44569392537505287,0.12027898679966403,1409751418.714532,135992310.0768175,1545743728.7913494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.303249898199623,0.2294532615018059,0.5588647064098737,0.09245496995409327,0.21104919110268439,0.21104919110268433,0.21104919110268433,0.21104919110268436,0.21104919110268433,0.21684730085944806,0.2577033881008115,0.32120870364209053,0.3860632352640565,0.47513969956824154,0.03913416407808633,0.0395355446323481,0.03935408723759862,0.03930676936824044,0.03940820409303702,0.03962396452933484,0.03947765030322059,0.039539304768241496,0.03937880094430723,0.039545186970182146,0.0350104094583813,0.03993113094240605,0.04486010161564507
low_return_heterogeneity,no_transfers,swedish_high_progressivity,5.0,0.5374252661475631,0.4402850432556805,0.11853483219807644,1439159674.2144604,142564909.38755688,1581724583.6020172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295,0.3101464032774537,0.23421786092031782,0.5514562211830942,0.09576250406088778,0.2110491911026843,0.21104919110268436,0.2110491911026843,0.2110491911026844,0.21104919110268433,0.2166811081318179,0.2593435868410704,0.32418952409997054,0.393166431967879,0.47901995162314864,0.03945412606739839,0.03941076524802312,0.03944151917056093,0.03970234624674873,0.03933147866529052,0.03938644409944118,0.03977448531111633,0.03977375275987395,0.03922347004775401,0.03979634032563425,0.03502938428879687,0.040107374559493224,0.044886826614865705
low_return_heterogeneity,no_transfers,swedish_high_progressivity,6.0,0.5307910985052027,0.4351701798269832,0.11690449464771037,1455691641.1887836,148918351.56355354,1604609992.7523372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.31566448102849254,0.23877332328885137,0.5440488322015831,0.09930602766749286,0.21104919110268436,0.21104919110268433,0.21104919110268439,0.21104919110268436,0.21104919110268436,0.21647419476423593,0.2616928555620651,0.3276051189323583,0.39658954669811936,0.4809564526662815,0.03956807605401056,0.03930920318188232,0.03939632964008679,0.03943691218445116,0.0394678138028314,0.03952456751390292,0.03953565642236423,0.03966035167570486,0.039825558181805804,0.03955030613119093,0.03506806074809695,0.03997465560844282,0.04515139213439185
low_return_heterogeneity,no_transfers,swedish_high_progressivity,7.0,0.5247011398070847,0.4303048254513725,0.11530332792946434,1485721239.845808,155020104.27533737,1640741344.1211455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.3210818153082189,0.24177402037513573,0.5367888904570939,0.10194356600379126,0.21104919110268433,0.21104919110268433,0.21104919110268439,0.21104919110268433,0.21104919110268436,0.21627567554720764,0.2599707367470443,0.32809541562272365,0.3999588579654637,0.48613414357801676,0.03924484598197233,0.039840994930685915,0.039185157000165206,0.03923902256563053,0.039662973509489,0.03939241153782642,0.039487398616557444,0.039642048165724975,0.03955155078317698,0.03953954452206561,0.03496728804565133,0.04002016370397907,0.04494410747916083
low_return_heterogeneity,no_transfers,swedish_high_progressivity,8.0,0.5191132771656222,0.42576004670797474,0.11386573950714163,1501723829.700928,162313073.17732346,1664036902.878251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321,0.3276035070073309,0.24759045443937877,0.5324142362851598,0.10600170405665789,0.21104919110268433,0.21104919110268436,0.2110491911026843,0.21104919110268436,0.21104919110268436,0.21653858741395365,0.2620567116221123,0.33148453145830115,0.40432298528352956,0.4876570604603857,0.03953000476376348,0.03927355673180436,0.03962914814944549,0.039217359224942655,0.039011525047259916,0.039957967113003236,0.039605489308802984,0.03962927115584519,0.03948263338984066,0.03968999187768181,0.03502086141517266,0.04002632185537846,0.04496864985864569
low_return_heterogeneity,no_transfers,swedish_high_progressivity,9.0,0.5138997208981322,0.42140855574462804,0.11243289174445573,1499665590.9806895,168807070.37380704,1668472661.3544965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.33053453935713906,0.2507940961566919,0.5259829867455967,0.1100568688468527,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21104919110268439,0.21104919110268439,0.21612853374793595,0.26277129787097314,0.33352195205999935,0.4030029041714686,0.48774126582198735,0.0393353728942192,0.03943375155432898,0.039336074394728686,0.039180325524597125,0.039112477039684235,0.03967487851337034,0.03964509647483744,0.039839696033827976,0.03967823181615665,0.039536662930345176,0.0349134279135289,0.03994210973021658,0.04521476643829959
low_return_heterogeneity,no_transfers,swedish_high_progressivity,10.0,0.5090654505861836,0.41731075009591984,0.11112841381756003,1538867485.6782503,176351775.75077638,1715219261.4290266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.32999496632300085,0.24802923075053918,0.5216514283418334,0.11269222156703108,0.21104919110268439,0.21104919110268439,0.21104919110268436,0.2110491911026843,0.21104919110268436,0.21743354807035725,0.26672486187465344,0.3357268516546715,0.40812745116911714,0.49113837597149285,0.03928645354788938,0.03928635919302819,0.03947855583951653,0.0394191404205787,0.03941127103110731,0.03948477064837264,0.039720524282097484,0.039677506472459156,0.03936999732179905,0.03967524479975954,0.0349960726429559,0.04000838998533686,0.044942103465241856
