return_preset,scenario,year,wealth_gini,top_10_share,top_1_share,labour_tax_revenue,capital_tax_revenue,total_tax_revenue,total_transfers,universal_transfer_spending,means_tested_transfer_spending,unemployment_transfer_spending,transfer_spending_share,means_tested_recipient_count,means_tested_recipient_share,unemployment_rate,pre_tax_labour_income_gini,disposable_income_gini,capital_income_gini,capital_income_share,avg_tax_rate_income_decile_1,avg_tax_rate_income_decile_2,avg_tax_rate_income_decile_3,avg_tax_rate_income_decile_4,avg_tax_rate_income_decile_5,avg_tax_rate_income_decile_6,avg_tax_rate_income_decile_7,avg_tax_rate_income_decile_8,avg_tax_rate_income_decile_9,avg_tax_rate_income_decile_10,avg_return_wealth_decile_1,avg_return_wealth_decile_2,avg_return_wealth_decile_3,avg_return_wealth_decile_4,avg_return_wealth_decile_5,avg_return_wealth_decile_6,avg_return_wealth_decile_7,avg_return_wealth_decile_8,avg_return_wealth_decile_9,avg_return_wealth_decile_10,avg_return_class_low,avg_return_class_medium,avg_return_class_high
low_return_heterogeneity,swedish_high_progressivity,1.0,0.5617805547699084,0.457937560863113,0.1242614049945143,1290869954.3031394,118931601.54630643,1409801555.849446,1290869954.3031392,1160499600.102112,55541889.074434735,74828465.12659256,0.9999999999999998,2068.0,0.2068,0.0319,0.26925309451352564,0.1175184614351974,0.5868994960126526,0.08423480136455308,0.21104919110268436,0.21104919110268439,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21639789045878768,0.2477350979331821,0.30370080946883804,0.3651949908410066,0.4528867901900795,0.0395613371603589,0.039407921711362294,0.03967050959605174,0.039633260251927635,0.03943538829013144,0.039483108268753106,0.03951698266915805,0.03998678503232264,0.03963364421771552,0.03958365007591705,0.03511099320697348,0.04008899513578043,0.045119822722651665
low_return_heterogeneity,swedish_high_progressivity,2.0,0.5434495581328875,0.44584774989220133,0.12036986801683164,1348144687.5329967,126015530.75825766,1474160218.2912543,1348144687.5329967,1212514581.0121531,63962441.72520591,71667664.79563767,1.0,2211.0,0.2211,0.0312,0.28544610848508145,0.1232562809953004,0.567126658934634,0.08756368603508966,0.21104919110268439,0.21104919110268433,0.21104919110268433,0.21104919110268436,0.21104919110268436,0.21618388059029706,0.25308596585920884,0.3117282508662428,0.3762688248014212,0.4643094992616566,0.03947284611753881,0.03938458733688088,0.03938832652749983,0.03919223718720598,0.03946316121802466,0.03947755226197584,0.03922174415851398,0.03955587843423185,0.039358496430599514,0.039345621766521746,0.034773512891043905,0.03996680903584249,0.04490632137572272
low_return_heterogeneity,swedish_high_progressivity,3.0,0.5269230552884145,0.43463812813064,0.11675801502169718,1390462139.0393143,134248342.60452798,1524710481.6438425,1390462139.039314,1253265165.0488868,69502044.26975068,67694929.72067666,0.9999999999999998,2312.0,0.2312,0.0295,0.295086343926819,0.1267997382418311,0.5494942181544609,0.09164904259335149,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21104919110268433,0.21104919110268436,0.2171584075087002,0.2563696745042531,0.3163839593218552,0.3828284100820639,0.47182326378422407,0.03935367849528385,0.039650273667911004,0.03908543239758028,0.039237527873224876,0.03964521065262525,0.039123993530134085,0.03932001151888545,0.039543633165076766,0.039588789094484426,0.039556086386208764,0.034894162718438024,0.03996576379944348,0.044849069295660654
low_return_heterogeneity,swedish_high_progressivity,4.0,0.5122115592019638,0.4244072651765445,0.11345209295437662,1409751418.714532,142845272.51176876,1552596691.2263007,1409751418.7145321,1265686932.129776,75607849.58984235,68456636.99491403,1.0000000000000002,2392.0,0.2392,0.0305,0.303249898199623,0.12961535416427883,0.5335700431578179,0.09666362914050058,0.21104919110268439,0.21104919110268433,0.21104919110268433,0.21104919110268436,0.21104919110268433,0.21684730085944806,0.2577033881008115,0.32120870364209053,0.3860632352640565,0.47513969956824154,0.03911786017668456,0.03951837924123594,0.039285326444362695,0.039376329615617905,0.03943408122128336,0.03957406510169318,0.0394046075843531,0.039658306053200816,0.039383041028884166,0.039551680457281094,0.0350104094583813,0.03993113094240605,0.04486010161564507
low_return_heterogeneity,swedish_high_progressivity,5.0,0.49895662787635686,0.41496846704769563,0.11040940248985431,1439159674.2144604,151959159.19072092,1591118833.4051814,1439159674.2144604,1294416205.9641118,78700469.74157023,66042998.50877842,1.0,2465.0,0.2465,0.0295,0.3101464032774537,0.13214664616699956,0.5196998344596853,0.10143266755331555,0.2110491911026843,0.21104919110268436,0.2110491911026843,0.2110491911026844,0.21104919110268433,0.2166811081318179,0.2593435868410704,0.32418952409997054,0.393166431967879,0.47901995162314864,0.03958220323488484,0.039355238455877524,0.039435821445578126,0.03942675738212049,0.03942098774235612,0.03946208292039079,0.03986047768275831,0.0397706481382221,0.03924910807874626,0.039731402860906866,0.03502938428879687,0.040107374559493224,0.044886826614865705
low_return_heterogeneity,swedish_high_progressivity,6.0,0.48710487646321177,0.40625850588821893,0.10762216622827622,1455691641.1887836,160951345.81621474,1616642987.0049984,1455691641.1887836,1305246987.5797346,80651243.03588969,69793410.57315975,1.0,2444.0,0.2444,0.031,0.31566448102849254,0.13370122457580225,0.5066115376304632,0.10647583362452301,0.21104919110268436,0.21104919110268433,0.21104919110268439,0.21104919110268436,0.21104919110268436,0.21647419476423593,0.2616928555620651,0.3276051189323583,0.39658954669811936,0.4809564526662815,0.03946224770015087,0.0392263765741382,0.03950712401691706,0.03919749390598952,0.039619959623524166,0.03958086791121072,0.039745726676460875,0.03957073177230643,0.039783097629314326,0.039581148978218836,0.03506806074809695,0.03997465560844282,0.04515139213439185
low_return_heterogeneity,swedish_high_progressivity,7.0,0.4762842241496581,0.3981128750225455,0.10496735703345808,1485721239.845808,169759149.63478035,1655480389.4805882,1485721239.8458076,1338317473.6117437,82760032.94577649,64643733.28828719,0.9999999999999997,2483.0,0.2483,0.0283,0.3210818153082189,0.1359383932335272,0.4942598240416949,0.11056452538713256,0.21104919110268433,0.21104919110268433,0.21104919110268439,0.21104919110268433,0.21104919110268436,0.21627567554720764,0.2599707367470443,0.32809541562272365,0.3999588579654637,0.48613414357801676,0.03941851698215259,0.03923082838277416,0.03953971515118167,0.03930728212724902,0.039465985392230424,0.03951823038246057,0.039626148833843716,0.03965339308877221,0.039473852561845116,0.03955199471078494,0.03496728804565133,0.04002016370397907,0.04494410747916083
low_return_heterogeneity,swedish_high_progressivity,8.0,0.4665173389273187,0.39064121423535153,0.10258442279985881,1501723829.700928,179939489.08986786,1681663318.7907958,1501723829.700928,1344847890.3742163,85435174.42670992,71440764.9000014,1.0,2518.0,0.2518,0.0321,0.3276035070073309,0.13763005273873685,0.48534964004146186,0.11617564760449126,0.21104919110268433,0.21104919110268436,0.2110491911026843,0.21104919110268436,0.21104919110268436,0.21653858741395365,0.2620567116221123,0.33148453145830115,0.40432298528352956,0.4876570604603857,0.03949147572970896,0.03923668577172227,0.03957419775698464,0.039374256318380284,0.039030188092641326,0.0398865968114624,0.03968600009511994,0.03958501495282556,0.03946877986974476,0.03969375136379965,0.03502086141517266,0.04002632185537846,0.04496864985864569
low_return_heterogeneity,swedish_high_progressivity,9.0,0.45766500025910606,0.38371936218632946,0.1003198758370997,1499665590.9806895,189387258.19032967,1689052849.1710193,1499665590.9806895,1334240355.2262974,86587267.85365188,78837967.90074022,1.0,2536.0,0.2536,0.0347,0.33053453935713906,0.13825737234371505,0.4750188580501804,0.12183969997621004,0.21104919110268436,0.21104919110268436,0.21104919110268436,0.21104919110268439,0.21104919110268439,0.21612853374793595,0.26277129787097314,0.33352195205999935,0.4030029041714686,0.48774126582198735,0.039306957093307573,0.03940191986103443,0.039367115348684006,0.03905249492325743,0.03920581088169451,0.039703416771208686,0.03968452008480913,0.03978370706491856,0.039740732571970694,0.03952589257521076,0.0349134279135289,0.03994210973021658,0.04521476643829959
low_return_heterogeneity,swedish_high_progressivity,10.0,0.4494291656621823,0.3772044738617827,0.09823176836043035,1538867485.6782503,199944993.0011116,1738812478.6793618,1538867485.67825,1389895218.4028246,86917443.51201935,62054823.76340632,0.9999999999999999,2539.0,0.2539,0.0276,0.32999496632300085,0.1389687645769715,0.4670094444610211,0.12587104909360256,0.21104919110268439,0.21104919110268439,0.21104919110268436,0.2110491911026843,0.21104919110268436,0.21743354807035725,0.26672486187465344,0.3357268516546715,0.40812745116911714,0.49113837597149285,0.03928637654986656,0.03926680230199074,0.039400232932718236,0.03935770983784394,0.03948013131856994,0.03958376475931112,0.03959046617580299,0.0397436631626949,0.03948306663798443,0.039617609879825134,0.0349960726429559,0.04000838998533686,0.044942103465241856
